region,device_RAM,device_storage,new_price_dollars,device_category,condition_category,months_used,tradein_value_dollars
South East and Delta,2,32,62.74,group6_transsion,good,20,18.822000000000003
Lagos Mainland,2,32,80.69,group6_transsion,good,26,17.751799999999996
South South,8,256,546.0,group3_samsung_highend,excellent,35,174.71999999999997
South East and Delta,4,64,156.26,group7_others,good,11,65.6292
Lagos Mainland,4,64,119.58,group6_transsion,good,36,26.307599999999997
South East and Delta,8,256,279.1,group6_transsion,excellent,28,72.566
South East and Delta,4,64,183.24,group7_others,good,34,40.312799999999996
Lagos Mainland,3,32,115.85,group7_others,good,39,17.3775
Lagos Mainland,6,128,196.0,group5_samsung_lowend,good,38,29.400000000000006
FCT & Environs,3,32,179.0,group5_samsung_lowend,good,37,26.850000000000005
FCT & Environs,4,128,379.0,group4_samsung_midrange,fair,58,37.89999999999999
South East and Delta,4,64,151.74,group6_transsion,excellent,11,68.283
South East and Delta,6,128,259.17,group7_others,excellent,24,82.9344
South East and Delta,4,128,120.67,group6_transsion,excellent,2,54.3015
Lagos Mainland,8,256,1049.99,group2_samsung_premium,good,29,304.49710000000005
South South,4,128,297.16,group6_transsion,excellent,10,133.722
South South,8,256,160.2,group6_transsion,excellent,8,72.08999999999999
Lagos Mainland,4,64,107.84,group6_transsion,good,52,12.9408
West,12,256,1299.99,group2_samsung_premium,good,24,480.9963
FCT & Environs,12,256,1799.0,group2_samsung_premium,good,17,665.63
Lagos Mainland,6,128,209.04,group7_others,excellent,14,66.8928
South East and Delta,4,128,120.67,group6_transsion,excellent,2,54.3015
Lagos Island,2,32,89.93,group6_transsion,good,27,19.784599999999998
Lagos Mainland,3,32,97.25,group5_samsung_lowend,excellent,26,25.285
Lagos Mainland,8,256,193.76,group6_transsion,excellent,46,34.87680000000001
Lagos Mainland,8,128,203.59,group6_transsion,excellent,32,52.933400000000006
South South,2,32,68.55,group7_others,good,11,28.791
North,4,128,350.0,group4_samsung_midrange,fair,60,34.99999999999999
South South,4,32,98.28,group7_others,excellent,16,31.449599999999997
South East and Delta,3,32,71.26,group7_others,excellent,31,18.527600000000003
West,2,64,136.25,group6_transsion,excellent,23,43.599999999999994
South East and Delta,4,128,185.98,group6_transsion,good,18,55.794000000000004
West,2,64,136.25,group6_transsion,excellent,23,43.599999999999994
South East and Delta,4,128,107.57,group5_samsung_lowend,excellent,3,48.406499999999994
Lagos Mainland,8,512,769.0,group6_transsion,excellent,8,346.04999999999995
West,8,128,800.0,group3_samsung_highend,good,11,408.0
Lagos Mainland,8,512,769.0,group6_transsion,excellent,8,346.04999999999995
South East and Delta,2,32,96.52,group6_transsion,good,24,28.956000000000003
Lagos Mainland,2,32,62.74,group6_transsion,good,20,18.822000000000003
Lagos Mainland,2,64,102.87,group6_transsion,excellent,10,46.2915
West,6,128,1099.0,group1_apple,good,40,274.75
Lagos Mainland,3,64,116.88,group6_transsion,good,22,35.06400000000001
South East and Delta,3,32,111.36,group5_samsung_lowend,excellent,15,35.6352
South East and Delta,2,32,84.46,group6_transsion,excellent,52,11.8244
Lagos Mainland,4,128,262.0,group4_samsung_midrange,good,45,47.16000000000001
South South,1,16,67.79,group6_transsion,excellent,54,9.490600000000002
South East and Delta,1,16,45.51,group7_others,good,22,13.653000000000002
FCT & Environs,6,128,460.0,group3_samsung_highend,fair,49,50.599999999999994
South East and Delta,4,64,139.38,group7_others,excellent,22,44.60159999999999
South South,3,64,116.0,group6_transsion,excellent,16,37.12
Lagos Mainland,2,64,102.87,group6_transsion,good,10,43.205400000000004
West,2,32,62.74,group6_transsion,good,20,18.822000000000003
Lagos Mainland,12,512,1200.0,group2_samsung_premium,excellent,11,648.0
Lagos Mainland,2,64,95.27,group6_transsion,good,11,40.013400000000004
South South,3,32,119.81,group7_others,excellent,17,38.3392
Lagos Mainland,3,64,108.4,group6_transsion,good,42,16.26
South South,2,32,76.25,group7_others,excellent,11,34.3125
South South,6,128,135.56,group7_others,excellent,13,43.3792
South South,3,64,108.4,group6_transsion,good,42,16.26
South South,3,64,110.69,group6_transsion,excellent,34,28.7794
Lagos Mainland,4,64,159.0,group5_samsung_lowend,good,36,34.98
FCT & Environs,2,32,96.52,group6_transsion,excellent,24,30.886399999999995
South East and Delta,4,64,97.0,group5_samsung_lowend,excellent,3,43.65
South East and Delta,12,512,1200.0,group2_samsung_premium,excellent,11,648.0
South East and Delta,4,128,120.67,group6_transsion,excellent,2,54.3015
South East and Delta,4,64,190.0,group5_samsung_lowend,good,38,28.500000000000004
South East and Delta,8,128,237.23,group7_others,excellent,7,106.75349999999999
Lagos Island,3,64,106.9,group6_transsion,excellent,12,48.105
South East and Delta,4,64,131.0,group6_transsion,excellent,26,34.06
North,2,64,95.27,group6_transsion,excellent,11,42.8715
South East and Delta,4,128,129.77,group6_transsion,excellent,10,58.396499999999996
FCT & Environs,8,128,282.03,group7_others,excellent,23,90.24959999999997
Lagos Mainland,6,256,1099.0,group1_apple,excellent,28,439.6
West,4,64,131.73,group6_transsion,excellent,32,34.2498
Lagos Mainland,4,256,899.0,group1_apple,excellent,28,359.6
Lagos Mainland,2,64,130.0,group7_others,excellent,12,58.49999999999999
Lagos Mainland,6,256,1099.0,group1_apple,excellent,28,439.6
Lagos Mainland,8,128,167.76,group7_others,excellent,19,53.68319999999999
West,4,64,110.18,group6_transsion,excellent,12,49.580999999999996
North,2,64,83.74,group7_others,excellent,16,26.796799999999994
Lagos Mainland,3,64,125.37,group7_others,good,15,37.611000000000004
West,2,32,78.55,group6_transsion,good,38,11.7825
Lagos Mainland,4,64,106.44,group7_others,excellent,34,27.674400000000002
West,8,128,326.68,group7_others,good,27,71.86959999999999
South East and Delta,4,64,67.48,group7_others,excellent,1,30.366
South East and Delta,8,128,237.02,group7_others,good,13,71.10600000000001
South South,8,256,427.07,group7_others,excellent,11,192.18149999999997
FCT & Environs,3,64,111.36,group5_samsung_lowend,good,15,33.408
South East and Delta,4,128,129.77,group6_transsion,excellent,10,58.396499999999996
South East and Delta,6,64,839.0,group3_samsung_highend,good,71,83.89999999999998
South East and Delta,2,32,83.21,group6_transsion,excellent,20,26.627199999999995
Lagos Mainland,12,512,1399.99,group2_samsung_premium,good,24,517.9963
South East and Delta,3,64,94.63,group6_transsion,excellent,41,17.033400000000004
Lagos Mainland,2,64,130.0,group7_others,excellent,12,58.49999999999999
Lagos Mainland,8,128,141.09,group6_transsion,good,11,59.25780000000001
Lagos Mainland,2,32,96.52,group6_transsion,good,25,21.234399999999997
West,2,64,106.63,group6_transsion,excellent,16,34.121599999999994
FCT & Environs,12,256,1249.0,group2_samsung_premium,good,23,462.13
Lagos Mainland,4,64,119.58,group6_transsion,good,16,35.874
South East and Delta,12,256,1299.99,group2_samsung_premium,good,24,480.9963
FCT & Environs,12,512,1200.0,group2_samsung_premium,excellent,11,648.0
FCT & Environs,4,64,165.29,group6_transsion,good,26,36.36379999999999
South South,4,128,297.16,group6_transsion,excellent,11,133.722
Lagos Mainland,3,32,179.0,group5_samsung_lowend,good,38,26.850000000000005
South South,4,128,189.0,group6_transsion,good,27,41.58
Lagos Mainland,8,256,270.81,group6_transsion,good,9,113.74020000000002
South South,4,128,189.0,group6_transsion,excellent,27,49.14
South South,6,128,599.0,group3_samsung_highend,good,43,113.80999999999997
South South,4,128,189.0,group6_transsion,excellent,27,49.14
South East and Delta,4,128,226.0,group4_samsung_midrange,excellent,9,113.0
South East and Delta,2,32,95.21,group6_transsion,good,33,20.946199999999997
Lagos Mainland,2,32,96.52,group6_transsion,good,25,21.234399999999997
North,3,64,102.86,group6_transsion,good,12,43.20120000000001
FCT & Environs,12,256,1199.99,group2_samsung_premium,fair,11,563.9952999999999
Lagos Mainland,6,128,196.0,group5_samsung_lowend,excellent,39,35.28000000000001
Lagos Mainland,2,32,97.71,group6_transsion,good,18,29.313000000000002
South East and Delta,2,64,136.25,group6_transsion,excellent,23,43.599999999999994
South East and Delta,3,64,119.58,group7_others,good,22,35.874
West,2,32,37.63,group7_others,good,19,11.289000000000003
West,3,64,115.92,group6_transsion,excellent,3,52.163999999999994
Lagos Mainland,2,32,62.74,group6_transsion,good,20,18.822000000000003
South East and Delta,4,64,131.0,group6_transsion,good,26,28.819999999999997
FCT & Environs,12,512,1399.99,group2_samsung_premium,good,24,517.9963
West,2,32,68.55,group7_others,good,11,28.791
Lagos Mainland,4,128,143.04,group7_others,good,24,42.912000000000006
South South,4,128,119.83,group7_others,good,6,50.3286
Lagos Mainland,4,64,110.18,group6_transsion,good,12,46.275600000000004
West,4,64,123.66,group6_transsion,fair,20,34.6248
West,4,128,297.16,group6_transsion,excellent,11,133.722
Lagos Mainland,3,64,108.4,group6_transsion,good,42,16.26
FCT & Environs,4,64,139.38,group7_others,fair,23,39.0264
FCT & Environs,4,64,67.48,group7_others,good,1,28.341600000000003
FCT & Environs,4,64,139.38,group7_others,good,23,41.81400000000001
West,4,128,129.77,group6_transsion,good,10,54.503400000000006
South East and Delta,4,128,147.33,group6_transsion,excellent,34,38.305800000000005
FCT & Environs,8,256,534.14,group3_samsung_highend,good,23,197.6318
South South,6,128,310.0,group4_samsung_midrange,good,10,145.7
South East and Delta,4,64,165.29,group6_transsion,good,26,36.36379999999999
West,4,64,155.25,group6_transsion,good,18,46.57500000000001
South South,3,64,106.9,group6_transsion,good,12,44.898
South East and Delta,8,128,899.0,group3_samsung_highend,good,60,116.87
South East and Delta,2,64,136.25,group6_transsion,good,23,40.87500000000001
South East and Delta,3,32,108.27,group7_others,good,27,23.819399999999995
Lagos Mainland,6,256,1099.0,group1_apple,excellent,29,439.6
South South,4,64,269.0,group4_samsung_midrange,excellent,36,75.32000000000001
West,4,128,129.77,group6_transsion,excellent,10,58.396499999999996
South East and Delta,8,256,194.43,group6_transsion,excellent,10,87.4935
South South,2,32,180.0,group5_samsung_lowend,excellent,47,32.400000000000006
South East and Delta,8,256,417.92,group7_others,good,17,125.37600000000002
Lagos Mainland,6,256,1099.0,group1_apple,excellent,29,439.6
Lagos Mainland,6,128,259.17,group7_others,good,24,77.75100000000002
South South,3,32,199.99,group5_samsung_lowend,good,33,43.9978
FCT & Environs,8,256,1059.0,group2_samsung_premium,good,17,391.83
South East and Delta,4,128,174.85,group6_transsion,excellent,21,55.95199999999999
South South,4,64,139.0,group5_samsung_lowend,good,32,30.579999999999995
South East and Delta,3,64,108.4,group6_transsion,excellent,42,19.512000000000008
South East and Delta,4,64,110.18,group6_transsion,good,12,46.275600000000004
South South,2,64,95.24,group6_transsion,good,10,40.0008
South East and Delta,4,128,129.77,group6_transsion,good,10,54.503400000000006
South East and Delta,2,32,62.74,group6_transsion,excellent,21,20.0768
Lagos Mainland,2,32,87.34,group6_transsion,good,34,19.214799999999997
South East and Delta,2,64,95.27,group6_transsion,good,11,40.013400000000004
South East and Delta,4,128,185.98,group6_transsion,excellent,19,59.51359999999999
South East and Delta,4,128,147.33,group6_transsion,excellent,26,38.305800000000005
South East and Delta,6,128,179.62,group6_transsion,excellent,19,57.47839999999999
South East and Delta,4,64,119.58,group6_transsion,good,16,35.874
South South,2,32,68.55,group7_others,excellent,12,30.847499999999997
Lagos Mainland,2,32,85.85,group7_others,good,23,25.755000000000003
South South,2,32,76.28,group7_others,excellent,13,24.409599999999998
South East and Delta,8,256,190.71,group6_transsion,good,9,80.0982
South South,1,32,56.36,group7_others,good,30,12.399199999999999
South East and Delta,4,64,123.66,group6_transsion,excellent,21,39.57119999999999
West,2,32,96.43,group7_others,good,44,14.464500000000003
South South,8,256,145.55,group6_transsion,excellent,11,65.4975
South East and Delta,4,64,123.66,group6_transsion,excellent,21,39.57119999999999
South South,2,32,76.25,group7_others,good,12,32.025000000000006
Lagos Island,2,32,83.83,group6_transsion,good,28,18.4426
FCT & Environs,6,128,421.74,group4_samsung_midrange,good,23,139.17419999999998
FCT & Environs,4,64,131.73,group6_transsion,good,32,28.980599999999995
Lagos Mainland,2,32,74.64,group6_transsion,excellent,43,13.435200000000004
South East and Delta,8,256,262.19,group6_transsion,excellent,19,83.90079999999999
Lagos Mainland,4,64,122.16,group6_transsion,good,22,36.648
Lagos Mainland,4,128,155.93,group7_others,good,8,65.49060000000001
South East and Delta,3,64,119.58,group7_others,good,22,35.874
South South,4,64,183.24,group7_others,good,34,40.312799999999996
South South,8,128,154.24,group6_transsion,good,11,64.78080000000001
West,2,32,62.74,group6_transsion,good,20,18.822000000000003
Lagos Mainland,1,16,34.37,group6_transsion,good,58,4.1244
West,2,32,62.74,group6_transsion,good,20,18.822000000000003
FCT & Environs,4,64,125.7,group6_transsion,good,27,27.653999999999996
Lagos Mainland,2,64,102.87,group6_transsion,good,10,43.205400000000004
Lagos Mainland,4,128,262.0,group4_samsung_midrange,good,46,47.16000000000001
West,1,16,74.66,group6_transsion,good,31,16.425199999999997
South South,4,128,107.57,group5_samsung_lowend,excellent,4,48.406499999999994
FCT & Environs,8,256,1250.0,group2_samsung_premium,excellent,12,675.0
South South,8,128,450.0,group4_samsung_midrange,good,23,148.49999999999997
FCT & Environs,8,128,277.46,group7_others,good,24,83.238
West,8,256,190.71,group6_transsion,good,9,80.0982
South East and Delta,4,64,110.18,group6_transsion,good,12,46.275600000000004
South South,4,64,131.94,group7_others,good,34,29.026799999999994
West,2,32,70.78,group7_others,excellent,11,31.851
Lagos Mainland,4,128,176.34,group6_transsion,good,21,52.90200000000001
South East and Delta,8,128,282.03,group7_others,good,24,84.60900000000001
South East and Delta,8,128,167.75,group6_transsion,excellent,11,75.4875
West,4,128,199.0,group7_others,excellent,23,63.67999999999999
FCT & Environs,4,128,191.3,group5_samsung_lowend,good,18,57.390000000000015
South East and Delta,4,64,119.58,group6_transsion,good,54,14.349599999999999
West,4,64,155.25,group6_transsion,excellent,18,49.67999999999999
Lagos Mainland,2,32,37.63,group7_others,excellent,19,12.041599999999999
Lagos Mainland,4,128,133.29,group7_others,excellent,23,42.65279999999999
Lagos Mainland,4,128,191.6,group5_samsung_lowend,good,23,57.480000000000004
Lagos Mainland,4,128,189.0,group6_transsion,good,28,41.58
FCT & Environs,8,256,849.0,group3_samsung_highend,fair,37,135.84000000000003
West,4,128,226.0,group4_samsung_midrange,good,9,106.22
Lagos Mainland,4,64,108.32,group7_others,good,41,16.248
South East and Delta,2,32,37.63,group7_others,good,19,11.289000000000003
South East and Delta,4,64,165.29,group6_transsion,excellent,26,42.9754
South East and Delta,8,256,270.38,group7_others,excellent,23,86.52159999999999
South East and Delta,4,128,171.0,group7_others,excellent,5,76.94999999999999
Lagos Mainland,6,128,265.0,group4_samsung_midrange,good,36,66.25
South East and Delta,2,32,37.63,group7_others,good,20,11.289000000000003
South South,2,64,106.63,group6_transsion,excellent,17,34.121599999999994
South East and Delta,3,64,94.63,group6_transsion,good,41,14.194500000000001
West,4,128,131.11,group7_others,excellent,13,41.9552
South East and Delta,4,64,151.74,group6_transsion,good,12,63.73080000000001
South South,2,32,68.55,group7_others,good,12,28.791
West,4,128,160.62,group6_transsion,good,18,48.18600000000001
South East and Delta,12,256,1299.99,group2_samsung_premium,excellent,24,519.996
Lagos Mainland,4,128,185.98,group6_transsion,good,19,55.794000000000004
Lagos Mainland,8,128,220.61,group6_transsion,good,22,66.183
South East and Delta,4,64,143.78,group5_samsung_lowend,excellent,18,46.00959999999999
South South,8,128,1000.0,group3_samsung_highend,excellent,30,319.99999999999994
South East and Delta,4,64,130.0,group5_samsung_lowend,good,27,28.599999999999998
FCT & Environs,8,128,132.96,group6_transsion,good,29,29.251199999999997
Lagos Mainland,6,128,421.74,group4_samsung_midrange,good,23,139.17419999999998
South South,12,256,1199.99,group2_samsung_premium,good,12,611.9949
FCT & Environs,4,128,167.65,group6_transsion,good,41,25.147500000000004
South East and Delta,2,64,106.63,group6_transsion,good,17,31.989000000000004
South East and Delta,6,128,145.71,group6_transsion,excellent,32,37.884600000000006
Lagos Island,2,32,62.74,group6_transsion,good,21,18.822000000000003
Lagos Mainland,4,64,123.66,group6_transsion,good,21,37.098000000000006
FCT & Environs,4,64,185.0,group5_samsung_lowend,good,11,77.7
South South,2,64,136.25,group6_transsion,good,24,40.87500000000001
South South,12,256,1199.99,group2_samsung_premium,excellent,12,647.9946
Lagos Mainland,4,256,1149.0,group1_apple,good,53,241.28999999999996
Lagos Mainland,3,32,115.85,group7_others,good,39,17.3775
FCT & Environs,12,256,1199.99,group2_samsung_premium,good,12,611.9949
Lagos Mainland,8,128,999.0,group3_samsung_highend,good,37,189.80999999999995
West,8,256,135.0,group6_transsion,excellent,10,60.74999999999999
West,8,256,145.55,group6_transsion,excellent,11,65.4975
South South,3,64,90.0,group6_transsion,good,3,37.800000000000004
Lagos Mainland,8,256,194.98,group6_transsion,good,2,81.8916
Lagos Mainland,12,512,1200.0,group2_samsung_premium,good,12,612.0
South South,6,128,196.0,group5_samsung_lowend,good,39,29.400000000000006
Lagos Mainland,3,64,215.65,group7_others,good,13,64.69500000000001
South South,4,64,119.58,group6_transsion,excellent,17,38.26559999999999
FCT & Environs,8,256,584.0,group3_samsung_highend,good,11,297.84000000000003
South South,2,64,83.74,group7_others,good,16,25.122000000000003
South South,4,64,174.9,group7_others,good,17,52.470000000000006
FCT & Environs,4,128,170.07,group7_others,good,22,51.02100000000001
FCT & Environs,8,256,849.0,group3_samsung_highend,good,37,161.30999999999995
Lagos Mainland,4,128,164.57,group7_others,good,23,49.371
Lagos Mainland,4,128,162.36,group7_others,excellent,24,51.9552
Lagos Mainland,4,128,162.36,group7_others,good,24,48.70800000000001
Lagos Island,8,256,1250.0,group2_samsung_premium,excellent,12,675.0
South South,3,64,108.4,group6_transsion,good,43,16.26
West,8,128,699.0,group3_samsung_highend,good,48,132.80999999999997
South South,6,128,599.0,group3_samsung_highend,good,43,113.80999999999997
FCT & Environs,12,512,1200.0,group2_samsung_premium,fair,12,564.0
Lagos Mainland,3,64,59.19,group7_others,good,11,24.8598
South East and Delta,6,128,207.17,group7_others,good,24,62.151
Lagos Mainland,3,64,71.0,group6_transsion,good,3,29.820000000000004
FCT & Environs,12,256,1299.99,group2_samsung_premium,good,24,480.9963
FCT & Environs,8,256,279.1,group6_transsion,good,29,61.402
South South,6,128,999.0,group3_samsung_highend,good,41,189.80999999999995
North,2,64,108.19,group6_transsion,excellent,33,28.1294
Lagos Mainland,8,128,483.0,group3_samsung_highend,good,35,140.07000000000002
South East and Delta,4,64,151.74,group6_transsion,excellent,12,68.283
Lagos Mainland,4,64,165.29,group6_transsion,good,27,36.36379999999999
FCT & Environs,3,32,135.0,group5_samsung_lowend,fair,53,13.499999999999996
Lagos Mainland,4,128,226.0,group4_samsung_midrange,good,9,106.22
Lagos Mainland,4,128,226.0,group4_samsung_midrange,good,9,106.22
Lagos Island,4,64,117.63,group7_others,good,35,25.878599999999995
South South,4,128,126.63,group6_transsion,good,2,53.1846
South East and Delta,4,64,185.0,group5_samsung_lowend,good,13,55.50000000000001
North,2,32,62.74,group6_transsion,excellent,21,20.0768
South East and Delta,3,64,71.0,group6_transsion,excellent,3,31.949999999999996
South East and Delta,6,128,276.0,group4_samsung_midrange,excellent,10,138.0
South East and Delta,8,256,148.81,group6_transsion,good,2,62.50020000000001
South East and Delta,8,512,1119.99,group2_samsung_premium,good,12,571.1949
Lagos Mainland,2,32,89.93,group6_transsion,good,28,19.784599999999998
Lagos Mainland,4,64,190.0,group5_samsung_lowend,excellent,39,34.20000000000001
Lagos Island,8,128,220.61,group6_transsion,excellent,22,70.59519999999999
South South,12,512,1200.0,group2_samsung_premium,excellent,12,648.0
FCT & Environs,12,512,1200.0,group2_samsung_premium,fair,12,564.0
South East and Delta,3,64,108.4,group6_transsion,good,43,16.26
Lagos Island,4,64,169.85,group7_others,good,21,50.955000000000005
FCT & Environs,12,512,1200.0,group2_samsung_premium,good,12,612.0
South South,2,32,89.93,group6_transsion,excellent,28,23.381800000000002
West,6,128,163.0,group5_samsung_lowend,good,2,68.46000000000001
South East and Delta,8,128,220.61,group6_transsion,good,22,66.183
South East and Delta,8,256,270.38,group7_others,good,23,81.114
Lagos Mainland,4,128,107.57,group5_samsung_lowend,good,4,45.1794
South South,6,128,145.71,group6_transsion,good,32,32.0562
South East and Delta,3,64,107.28,group7_others,excellent,3,48.275999999999996
Lagos Island,4,128,185.98,group6_transsion,good,19,55.794000000000004
West,4,64,190.0,group5_samsung_lowend,good,39,28.500000000000004
South East and Delta,2,64,106.63,group6_transsion,good,17,31.989000000000004
FCT & Environs,2,32,55.48,group7_others,good,15,16.644000000000002
FCT & Environs,4,64,97.0,group5_samsung_lowend,good,4,40.74
Lagos Mainland,2,32,83.83,group6_transsion,good,28,18.4426
Lagos Mainland,4,128,143.04,group7_others,good,24,42.912000000000006
FCT & Environs,6,128,135.56,group7_others,good,13,40.668000000000006
FCT & Environs,4,128,119.8,group7_others,good,14,35.940000000000005
South East and Delta,2,32,89.93,group6_transsion,good,28,19.784599999999998
South East and Delta,1,32,56.36,group7_others,excellent,31,14.6536
South South,6,128,196.0,group5_samsung_lowend,good,39,29.400000000000006
Lagos Mainland,8,256,245.0,group6_transsion,excellent,9,110.24999999999999
South East and Delta,2,32,76.25,group7_others,good,12,32.025000000000006
South East and Delta,12,512,1200.0,group2_samsung_premium,good,12,612.0
Lagos Mainland,3,32,151.7,group7_others,good,18,45.510000000000005
South East and Delta,6,128,195.0,group7_others,excellent,5,87.74999999999999
FCT & Environs,8,128,379.03,group7_others,good,42,56.8545
Lagos Mainland,12,256,1449.0,group2_samsung_premium,good,43,275.30999999999995
South East and Delta,4,64,165.29,group6_transsion,excellent,27,42.9754
Lagos Island,2,32,96.43,group7_others,excellent,44,17.357400000000005
Lagos Island,2,32,96.43,group7_others,excellent,44,17.357400000000005
Lagos Mainland,8,128,196.05,group6_transsion,good,27,43.131
South East and Delta,2,32,76.28,group7_others,good,14,22.884000000000004
South South,6,128,999.0,group1_apple,good,17,449.54999999999995
Lagos Island,2,32,96.43,group7_others,excellent,44,17.357400000000005
Lagos Mainland,2,64,108.19,group6_transsion,good,33,23.801799999999997
Lagos Island,2,32,96.43,group7_others,excellent,44,17.357400000000005
South East and Delta,4,128,107.57,group5_samsung_lowend,excellent,4,48.406499999999994
West,3,64,125.37,group7_others,good,16,37.611000000000004
South South,4,64,165.29,group6_transsion,good,27,36.36379999999999
West,4,128,133.29,group7_others,good,23,39.987
Lagos Island,2,32,96.43,group7_others,excellent,44,17.357400000000005
South South,8,256,584.0,group3_samsung_highend,good,11,297.84000000000003
South South,8,128,167.75,group6_transsion,excellent,11,75.4875
Lagos Mainland,2,64,95.24,group6_transsion,excellent,10,42.858
FCT & Environs,12,256,1449.0,group2_samsung_premium,fair,43,231.84000000000003
Lagos Island,2,32,96.43,group7_others,excellent,44,17.357400000000005
West,8,256,220.0,group6_transsion,good,3,92.4
South East and Delta,8,128,214.0,group7_others,good,16,64.2
South South,8,256,263.06,group6_transsion,excellent,17,84.1792
Lagos Island,2,32,96.43,group7_others,excellent,44,17.357400000000005
South East and Delta,2,32,62.74,group6_transsion,excellent,21,20.0768
Lagos Mainland,2,64,108.19,group6_transsion,good,33,23.801799999999997
South South,2,64,136.25,group6_transsion,good,24,40.87500000000001
South South,3,64,215.65,group7_others,good,14,64.69500000000001
Lagos Mainland,8,256,185.03,group6_transsion,good,9,77.71260000000001
West,2,64,136.25,group6_transsion,good,24,40.87500000000001
West,2,32,70.78,group7_others,excellent,11,31.851
South East and Delta,4,64,143.78,group5_samsung_lowend,good,19,43.13400000000001
South East and Delta,2,32,100.54,group7_others,good,23,30.162000000000006
South East and Delta,4,128,126.63,group6_transsion,excellent,3,56.98349999999999
South East and Delta,4,128,114.35,group7_others,excellent,3,51.45749999999999
South East and Delta,4,64,110.18,group6_transsion,excellent,13,35.2576
South South,3,64,125.37,group7_others,good,16,37.611000000000004
South East and Delta,2,64,102.87,group6_transsion,excellent,11,46.2915
South East and Delta,6,128,196.0,group5_samsung_lowend,good,39,29.400000000000006
South South,4,128,185.98,group6_transsion,good,20,55.794000000000004
FCT & Environs,4,64,97.0,group5_samsung_lowend,good,4,40.74
Lagos Island,4,128,107.57,group5_samsung_lowend,excellent,4,48.406499999999994
South South,4,64,151.74,group6_transsion,excellent,12,68.283
FCT & Environs,4,64,122.16,group6_transsion,good,23,36.648
FCT & Environs,4,64,97.0,group5_samsung_lowend,good,4,40.74
South South,12,512,1200.0,group2_samsung_premium,good,12,612.0
West,8,256,282.37,group7_others,good,7,118.59540000000001
South East and Delta,8,256,185.03,group6_transsion,excellent,9,83.2635
West,8,256,226.28,group7_others,excellent,7,101.826
Lagos Mainland,4,128,107.57,group5_samsung_lowend,good,4,45.1794
South East and Delta,2,32,62.74,group6_transsion,good,21,18.822000000000003
FCT & Environs,8,128,359.26,group7_others,good,54,43.1112
Lagos Mainland,4,64,119.58,group6_transsion,good,17,35.874
South South,2,32,80.69,group6_transsion,excellent,27,20.979400000000002
South East and Delta,4,128,107.57,group5_samsung_lowend,good,4,45.1794
South East and Delta,4,128,155.7,group7_others,excellent,7,70.06499999999998
West,4,64,130.0,group5_samsung_lowend,good,27,28.599999999999998
Lagos Mainland,4,64,123.66,group6_transsion,good,21,37.098000000000006
South South,4,64,117.63,group7_others,excellent,35,30.5838
South South,6,128,699.0,group3_samsung_highend,excellent,26,223.67999999999998
South East and Delta,4,128,107.57,group5_samsung_lowend,excellent,4,48.406499999999994
West,4,128,200.0,group5_samsung_lowend,good,11,84.00000000000001
South South,8,256,190.71,group6_transsion,excellent,10,85.81949999999999
Lagos Mainland,2,32,93.13,group6_transsion,excellent,42,16.763400000000004
Lagos Island,4,64,122.16,group6_transsion,good,23,36.648
South East and Delta,4,64,190.0,group5_samsung_lowend,good,39,28.500000000000004
South East and Delta,2,64,136.25,group6_transsion,excellent,24,43.599999999999994
South East and Delta,4,64,190.0,group5_samsung_lowend,excellent,39,34.20000000000001
Lagos Mainland,4,128,173.65,group6_transsion,good,27,38.202999999999996
South East and Delta,8,256,148.81,group6_transsion,excellent,3,66.9645
South East and Delta,2,64,102.87,group6_transsion,excellent,11,46.2915
Lagos Mainland,6,128,599.0,group3_samsung_highend,fair,44,95.84000000000002
Lagos Mainland,8,256,245.0,group6_transsion,good,10,102.9
South South,8,128,188.09,group6_transsion,excellent,9,84.64049999999999
South East and Delta,1,16,64.85,group6_transsion,good,31,14.266999999999998
South East and Delta,8,256,210.0,group4_samsung_midrange,good,2,98.69999999999999
West,4,128,107.57,group5_samsung_lowend,good,4,45.1794
South South,8,256,428.89,group7_others,good,17,128.667
South South,4,64,119.58,group6_transsion,excellent,38,21.524400000000007
South East and Delta,2,64,102.87,group6_transsion,excellent,11,46.2915
South East and Delta,8,128,154.24,group6_transsion,excellent,11,69.408
Lagos Mainland,2,32,97.71,group6_transsion,good,19,29.313000000000002
West,8,128,120.47,group6_transsion,excellent,3,54.211499999999994
South East and Delta,2,32,86.65,group7_others,good,17,25.995000000000005
South East and Delta,8,256,442.16,group7_others,good,13,132.64800000000002
FCT & Environs,4,64,122.16,group6_transsion,good,23,36.648
South South,2,32,76.25,group7_others,excellent,12,34.3125
FCT & Environs,4,128,143.04,group7_others,good,25,31.468799999999995
South South,4,128,103.0,group6_transsion,excellent,4,46.349999999999994
South South,8,256,239.5,group6_transsion,excellent,29,62.27
FCT & Environs,2,32,96.52,group6_transsion,good,25,21.234399999999997
FCT & Environs,4,128,350.0,group4_samsung_midrange,fair,61,27.999999999999986
South South,4,128,170.07,group7_others,excellent,22,54.42239999999999
FCT & Environs,6,128,599.0,group3_samsung_highend,fair,44,95.84000000000002
South East and Delta,1,16,64.85,group6_transsion,good,31,14.266999999999998
FCT & Environs,4,128,131.11,group7_others,good,14,39.33300000000001
South South,4,128,177.46,group7_others,excellent,31,46.1396
FCT & Environs,4,128,186.89,group7_others,good,29,41.11579999999999
